ax,ay,az,gx,gy,gz
7944.0,-1884.0,31352.0,7007.0,-32768.0,8081.0
13072.0,1160.0,32767.0,4392.0,-1362.0,6969.0
6720.0,1500.0,31036.0,3613.0,20031.0,1662.0
7128.0,1732.0,25440.0,4883.0,32222.0,-2169.0
5152.0,3240.0,18576.0,6472.0,32767.0,-6067.0
-2156.0,3840.0,9804.0,1455.0,32767.0,-2346.0
-8416.0,1504.0,3696.0,3913.0,23400.0,1406.0
-10632.0,1412.0,-828.0,-2728.0,2517.0,-1645.0
-11040.0,-220.0,344.0,-5651.0,-29384.0,-4809.0
-10028.0,-1196.0,3920.0,-4098.0,-32768.0,-1242.0
4584.0,308.0,14376.0,8007.0,-32768.0,3842.0
19496.0,9616.0,25052.0,9472.0,-32768.0,1262.0
21504.0,8204.0,32624.0,772.0,-10508.0,772.0
16952.0,5900.0,32764.0,-7028.0,24524.0,-4279.0
12196.0,5248.0,24140.0,-13680.0,32767.0,-5155.0
1648.0,1264.0,13032.0,-9451.0,32767.0,-8868.0
-6672.0,-568.0,5184.0,-9202.0,32767.0,1721.0
-11696.0,112.0,-2780.0,-1849.0,27311.0,1454.0
-14164.0,-2324.0,-4200.0,-5079.0,-3515.0,1.0
-11936.0,-716.0,-600.0,-1080.0,-25442.0,-6466.0
-12992.0,-5412.0,7264.0,8448.0,-32768.0,1065.0
-1256.0,-892.0,15092.0,13721.0,-32768.0,10499.0
13776.0,11568.0,15700.0,15380.0,-32768.0,14188.0
21184.0,13464.0,24964.0,3409.0,-25469.0,2068.0
22792.0,10596.0,31312.0,-13929.0,14611.0,-2793.0
10124.0,5652.0,24644.0,-17361.0,32767.0,-8034.0
2444.0,48.0,18628.0,-15645.0,32767.0,-10797.0
-4480.0,-1448.0,8200.0,-15020.0,32767.0,-2444.0
-9056.0,-1236.0,-192.0,-11234.0,32767.0,-232.0
-15020.0,-3008.0,-5040.0,-11980.0,21329.0,-2952.0
-14848.0,-5972.0,2344.0,-250.0,-10487.0,-4580.0
-15456.0,-5432.0,2824.0,11989.0,-32768.0,-1980.0
-12664.0,-4208.0,6320.0,19310.0,-32768.0,5322.0
-4688.0,-1264.0,11892.0,23732.0,-32768.0,14925.0
14244.0,8492.0,13676.0,19166.0,-32768.0,22676.0
27908.0,19072.0,21448.0,-584.0,-15644.0,5157.0
21876.0,6648.0,32767.0,-18356.0,23950.0,-13054.0
3904.0,2064.0,21072.0,-19369.0,32767.0,-15105.0
-1916.0,-2020.0,14920.0,-15926.0,32767.0,-12990.0
-8300.0,-1568.0,256.0,-20308.0,32767.0,-3702.0
-17880.0,-8520.0,-612.0,-10250.0,20623.0,2755.0
-14504.0,-3504.0,-1904.0,6277.0,-14506.0,1310.0
-12432.0,-4440.0,5436.0,11154.0,-32768.0,1432.0
-9896.0,-2928.0,6388.0,22355.0,-32768.0,3989.0
1748.0,576.0,14596.0,28989.0,-32768.0,12717.0
22396.0,16348.0,17360.0,19273.0,-32768.0,16644.0
27968.0,20120.0,25108.0,-2969.0,-3196.0,-976.0
17296.0,10988.0,25096.0,-22898.0,32767.0,-6270.0
2676.0,1388.0,18024.0,-20982.0,32767.0,-10164.0
-4224.0,-632.0,10096.0,-22377.0,32767.0,-1364.0
-9316.0,-796.0,228.0,-15640.0,32767.0,-3287.0
-17384.0,-3416.0,-5052.0,-11451.0,16736.0,-2504.0
-15608.0,-6860.0,888.0,7183.0,-22589.0,-4134.0
-12552.0,-4312.0,2964.0,18844.0,-32768.0,1151.0
-4116.0,-5324.0,11224.0,31239.0,-32768.0,10757.0
18120.0,10016.0,15916.0,27470.0,-32768.0,20471.0
29772.0,21176.0,22840.0,7746.0,-17665.0,4822.0
23804.0,14548.0,27240.0,-20788.0,29592.0,-5731.0
7656.0,4940.0,20104.0,-20649.0,32767.0,-12649.0
-844.0,-124.0,14248.0,-18389.0,32767.0,-10185.0
-7000.0,-2404.0,6676.0,-10224.0,32767.0,-4870.0
-11040.0,204.0,-3284.0,-9471.0,32767.0,-2536.0
-18564.0,-5780.0,-3212.0,-3094.0,4979.0,-4554.0
-15400.0,-4484.0,-1604.0,5270.0,-32768.0,-1273.0
-12264.0,-3844.0,3028.0,13366.0,-32768.0,4610.0
-2596.0,-2564.0,9776.0,25313.0,-32768.0,7976.0
20004.0,9012.0,19576.0,21391.0,-32768.0,18397.0
26000.0,18420.0,26904.0,1020.0,-14477.0,2470.0
20188.0,9144.0,28720.0,-11681.0,17174.0,-5706.0
7312.0,5936.0,20380.0,-15930.0,32767.0,-11657.0
796.0,352.0,16384.0,-14238.0,32767.0,-11080.0
-8372.0,-1632.0,6216.0,-17288.0,32767.0,-3144.0
-12252.0,-3088.0,4480.0,-5744.0,32767.0,268.0
-16648.0,-2544.0,-1892.0,-4287.0,6660.0,-2766.0
-14996.0,-2548.0,20.0,2804.0,-23548.0,-3388.0
-12492.0,-3556.0,3640.0,7824.0,-32768.0,-1778.0
-4528.0,-2812.0,12488.0,17234.0,-32768.0,3181.0
13072.0,4188.0,21648.0,18174.0,-32768.0,12096.0
25668.0,13724.0,30084.0,3649.0,-5403.0,5029.0
18652.0,11288.0,28080.0,-5391.0,15747.0,-6098.0
6764.0,2696.0,23444.0,-7521.0,22802.0,-9388.0
104.0,2060.0,16908.0,-6767.0,32767.0,-5028.0
-5620.0,640.0,7820.0,-7588.0,32767.0,-4859.0
-13024.0,-3692.0,6956.0,-7695.0,21579.0,4208.0
-10008.0,1060.0,3004.0,1616.0,1835.0,-2428.0
-10132.0,428.0,3752.0,-2151.0,-16637.0,-6986.0
-6032.0,-1760.0,9056.0,804.0,-26818.0,-4918.0
-908.0,-1680.0,18068.0,-3053.0,-23072.0,4911.0
-1792.0,1112.0,27508.0,4316.0,-22422.0,8707.0
3696.0,4340.0,32767.0,3962.0,-15193.0,4831.0
3844.0,4480.0,32767.0,-1081.0,9007.0,-2406.0
-1332.0,1428.0,22208.0,4379.0,15248.0,-1547.0
-1928.0,2660.0,15404.0,9447.0,18098.0,3287.0
-2300.0,4756.0,8636.0,4692.0,14045.0,5599.0
-2948.0,2588.0,8056.0,-657.0,4875.0,344.0
