ax,ay,az,gx,gy,gz
-11456.0,2324.0,11332.0,395.0,11988.0,-4196.0
-9920.0,756.0,10304.0,5015.0,-13866.0,-11576.0
-5804.0,944.0,4188.0,-4881.0,-32768.0,-10415.0
5020.0,-3188.0,9808.0,-2255.0,-32768.0,-10260.0
18888.0,24.0,11576.0,-23152.0,-32768.0,-6904.0
21100.0,-7664.0,15364.0,-14625.0,-32768.0,-16521.0
20244.0,-2336.0,9508.0,-7306.0,-24151.0,-3611.0
18152.0,-2576.0,10132.0,1662.0,-7015.0,-6764.0
20396.0,640.0,17184.0,5283.0,20972.0,-1439.0
7616.0,2584.0,9624.0,6208.0,32767.0,-1734.0
