ax,ay,az,gx,gy,gz
-2536.0,-12088.0,5620.0,-13323.0,7167.0,-4654.0
-1756.0,-15472.0,6256.0,-9050.0,3115.0,-1744.0
-1724.0,-16188.0,4052.0,3205.0,-4348.0,1191.0
-2048.0,-16232.0,6300.0,8216.0,-10413.0,6452.0
-396.0,-11348.0,8624.0,19873.0,-17886.0,10583.0
1552.0,-3732.0,8520.0,19873.0,-22940.0,13867.0
328.0,-860.0,17440.0,20608.0,-27282.0,8730.0
7976.0,5028.0,19288.0,6688.0,-17529.0,6221.0
4804.0,-2068.0,30648.0,4474.0,-16295.0,-4416.0
5312.0,-3048.0,32767.0,-832.0,124.0,89.0
4636.0,-616.0,25064.0,-4965.0,10148.0,-3691.0
3680.0,-1448.0,22740.0,-14455.0,19053.0,-4739.0
3284.0,-540.0,19364.0,-20043.0,24808.0,-7932.0
1540.0,-5192.0,15824.0,-27072.0,22413.0,-12631.0
-920.0,-10852.0,9032.0,-24417.0,19291.0,-9689.0
-2364.0,-11876.0,5732.0,-13067.0,9763.0,-4877.0
-1640.0,-14696.0,4736.0,-13832.0,5723.0,-3558.0
-960.0,-16400.0,3472.0,-1981.0,-640.0,-2396.0
-1884.0,-18496.0,3540.0,11050.0,-6471.0,2481.0
196.0,-12264.0,6628.0,10700.0,-10986.0,7209.0
-912.0,-13868.0,10460.0,21420.0,-15801.0,7662.0
-1416.0,-9472.0,10644.0,27211.0,-18340.0,12917.0
-3632.0,-4860.0,13260.0,32767.0,-24663.0,22223.0
10692.0,11104.0,21348.0,13333.0,-10412.0,16837.0
5968.0,6488.0,20316.0,14113.0,-20599.0,1975.0
5440.0,5320.0,31092.0,3844.0,-6130.0,-1524.0
3476.0,4488.0,28352.0,-6272.0,5312.0,-7160.0
1764.0,1204.0,25024.0,-9217.0,11877.0,-5876.0
1024.0,1432.0,21024.0,-13532.0,17392.0,-7082.0
672.0,-1596.0,22192.0,-13786.0,19967.0,-4106.0
2140.0,948.0,20224.0,-14094.0,27997.0,-4730.0
1060.0,1864.0,10568.0,-15342.0,24343.0,-18420.0
-1892.0,-4660.0,5492.0,-21833.0,12483.0,-29479.0
-3140.0,-15128.0,3716.0,-25140.0,1704.0,-26930.0
